reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
d91cb438-e51d-4c58-9847-8d5fb2202373,D Yullia,https://play-lh.googleusercontent.com/a/ACg8ocKaQMCRbol5kF54gY9SO562ClnlGjnqlSH2X_NH1BTS6iyq9g=mo,error muluuuu pdhl ngisi syg bgt saldo,2,0,,2025-08-12 01:05:42,"Halo kak D Yullia terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @aplikasi.jaklingko",2025-08-12 13:51:41,
7e5b1378-a2ec-4e40-949c-db15e8695b45,Ridho Putra,https://play-lh.googleusercontent.com/a/ACg8ocKYW_5DI9F3_Q4u00nam2qKrbp9VAvwvaKbuNq7sE5cbkHJYg=mo,mikrolet datang nya lambat nunggu jam 5 pagi belom dateng dateng,1,0,1.6.14,2025-08-11 22:17:59,"Hi Kak Ridho Putra, kami informasikan untuk armada Mikrotrans dikelola sepenuhnya oleh Transjakarta ya kak

Sbg informasi, JakLingko Indonesia merupakan sistem integrasi pembayaran transportasi DKI Jakarta yang mengelola Aplikasi Transportasi Terintegrasi untuk memesan tiket naik transportasi umum MRT Jakarta,LRT Jakarta,Transjakarta & KRL
",2025-08-12 13:48:39,1.6.14
89c84c0a-7e4f-4600-beb6-83ddb3f08323,Yusuf Dato,https://play-lh.googleusercontent.com/a-/ALV-UjUxhAAGT9ne8jeAV9gl2DruLt71QJlBWsLQQk_VtNKwqtAUQIhoPA,ok,5,0,1.6.5,2025-08-05 17:44:15,,,1.6.5
191210dd-b48a-4f03-84d6-a25e1042e9c4,Bilqys Nayla,https://play-lh.googleusercontent.com/a-/ALV-UjXBmQ4_FZgfA0t8Gp3etXlbgztJTe52zxhx7wupY3G4gshTpkQ,ya Allah... kenapa sihhh ga bisa dipake... gabisa dijadiin tempat top up kartu juga... gabisa dipake buat beli tiket juga... bisanya apasih...,1,0,,2025-08-05 10:28:56,"Halo kak Bilqys Nayla terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @aplikasi.jaklingko",2025-08-06 14:45:58,
a8cc6c23-bb36-43f7-8c8c-76fb9ed44bd5,Sarwono 19,https://play-lh.googleusercontent.com/a/ACg8ocLDe85xxU_XTnlNquWV_M8mGq_XIYcx-qNOExgBL8Q0Ixrkmg=mo,aplikasi gak jelas...belum di tab...masa keterangan sudah terpakai...apalagi yang jenis kartu...saldo 50.000 satu kali tab sisah saldo 20.000...karena saya orang nya teliti.,1,0,,2025-08-02 08:45:14,"Halo kak Sarwono 19 terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @aplikasi.jaklingko",2025-08-02 14:24:09,
7deb86a2-c68f-40f6-b2b3-abe1567d66c7,romianty oktaviabr,https://play-lh.googleusercontent.com/a/ACg8ocKMwP7AZVs9e0kOxfKgknapVyUdC701T9hmYeNiJpoASMFEaA=mo,Top up qris gak berhasil tapi saldo di ATM terpotong dan pengajuan dana nya lama banget! petugas nya juga bodoamatan!,1,3,1.6.13,2025-08-02 08:22:40,"Halo kak romianty oktaviabr terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @aplikasi.jaklingko",2025-08-03 14:31:37,1.6.13
8fcae461-c83d-4a44-a72c-ed9afce82761,Epando Zulkifli,https://play-lh.googleusercontent.com/a-/ALV-UjWHBclnmoC6elEUoHBaO4c7Ma7a87JgDdNUGZpqhKQTp-vRs3M,"jika mau bayar, lama terus, lama terus, gimana sih app nya",1,0,1.6.12,2025-07-30 01:27:39,"Halo kak Epando Zulkifli terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @aplikasi.jaklingko",2025-07-30 13:38:47,1.6.12
3553bee7-3bec-4975-a489-6e720c0fb27a,Ahzan,https://play-lh.googleusercontent.com/a/ACg8ocID6WUCD-iNzg8NzORC5D88XkKok6UXEgXZ2zoXOAao9wUDlw=mo,apknya banyak bug nya:(,1,0,1.6.13,2025-07-29 22:51:50,"Halo kak Ahzan terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @aplikasi.jaklingko",2025-07-30 13:41:44,1.6.13
1ab1513e-d672-4995-9ed8-3a143b750271,Dafa Tohir,https://play-lh.googleusercontent.com/a-/ALV-UjWraqbobnzb2sZeoFRJ7j2hQAjtJK95oS4stkePA6UUWD-qR-c,Jak linko 29 rameee mulu capeee pakk,1,0,,2025-07-25 11:44:01,"Halo kak Dafa Tohir, terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @aplikasi.jaklingko",2025-07-25 13:36:23,
97b4bb1e-425d-4187-8d3f-0619e916959b,Ammar Shiddiq,https://play-lh.googleusercontent.com/a-/ALV-UjVpY0WffN3EdlAb7MqGWQQkQOhOgk6VR6g7bV-XIk7a4TxbP-p3,"bagusin servernya, gabisa pulang di jam sibuk ini",1,0,1.6.13,2025-07-24 11:34:14,"Halo kak Ammar Shiddiq, terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @aplikasi.jaklingko",2025-07-25 13:37:27,1.6.13
a692cfd3-d7b8-4831-9d9d-24c749e62cec,Irma Nuraini,https://play-lh.googleusercontent.com/a-/ALV-UjWwRQ9c32ytNvLFgiJeqPrCA2rjhOX8sEeuc2jGzZBhhYPiD5s,bapuk bgt ya Allah ini aplikasi... tolong di upgrade top up gak bisa error mulu,1,0,1.6.13,2025-07-22 11:21:16,"Halo kak Irma Nuraini terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @aplikasi.jaklingko",2025-07-23 13:22:51,1.6.13
2a0ed981-3f56-4951-96e1-eb676c9a647f,Khaliza Mei Rina,https://play-lh.googleusercontent.com/a-/ALV-UjU3LhwfO4jbX14Tz_NkoEVxYXP9x_vso6W9doiRdyYQaJmAeYjL,aplikasi tidak jelas giliran di stasiun MRT tidak bisa scan saat di bawah bisa,1,0,,2025-07-22 11:11:06,"Halo kak Khaliza Mei Rina terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @aplikasi.jaklingko",2025-07-23 13:21:47,
02a746fd-9c21-4477-879f-4d653e484840,next On,https://play-lh.googleusercontent.com/a-/ALV-UjVvy_HlhLOrIRjWr1NWFvlQ_Znp9c2Sj0apmw2O22fMiYVU-kA,Aplikasinya lemot banget,1,0,1.6.13,2025-07-22 01:15:52,"Halo kak next On terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @aplikasi.jaklingko",2025-07-23 13:19:00,1.6.13
2f4a3917-b67d-43c7-9566-c37a6087907d,Maulidan Zulkarnain,https://play-lh.googleusercontent.com/a/ACg8ocILjtDKVEVlzsxSTf7VNwe7Pc55BwUUjkYlfqKFKZUjNZBTZ4w=mo,aplikasi nya bikin bingung semoga cepat di tindak lanjut lagi lah supaya penggunaan nya lebih nyaman dan enak ui nya masa kadang akurat kadang kaga,1,0,,2025-07-20 18:43:55,"Halo kak Maulidan Zulkarnain terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @aplikasi.jaklingko",2025-07-23 13:15:49,
918aa5d7-1b27-4d3e-9051-f8a6be16860a,Anak pertama,https://play-lh.googleusercontent.com/a-/ALV-UjWg4J1GCjsJCy58zm_eOpDtlswlyjvVFKA0hg-RXrXEBf_LjHAi,"kamu bisa daftarkan identitas & kartu digital (klo sya e money) utk dpt harga perjalanan di luar nurul 😆 MRT ga sampai 2rb dan TJ kadang Rp0,-",5,4,1.6.13,2025-07-20 02:23:45,,,1.6.13
5fdec021-e6d8-4f72-b203-0bc9a1b0943e,amanda aliftia,https://play-lh.googleusercontent.com/a-/ALV-UjXfJirGNT5L288ZS41nmnzREOQMXmgXsjx-2S6Qc1lFbTSqRH0q,Tolong dong buat petugas (mba² ada 2 org ) di busway Pulo gadung sudah ambil paksa kartu saya tolong di tindak lanjuti jam 20.00 tgl 18 - 07 - 2025,1,0,1.6.13,2025-07-18 15:41:40,"Halo kak amanda aliftia terkait kendala pada moda transportasi Transjakarta, kakak dapat menghubungi layanan Transjakarta di
📲 WhatsApp : 08180-4500-102
📞 Call Center : 1500102
📧 Email : naektije@transjakarta.co.id
🐦 Twitter : @PT_Transjakarta
📸 Instagram : @pt_transjakarta
📘 Facebook : PT Transportasi Jakarta",2025-07-19 14:19:16,1.6.13
fcf1ef9e-fdac-4f34-afd1-8bb4f1dcc09a,Raja Depa,https://play-lh.googleusercontent.com/a-/ALV-UjXfk1HSXU7QgYpD52Pwppw2aZ2EUI8a2PoCD7Gw2rKLvj_Ndg0,"sangat tidak membantu,server kacau!!!",1,0,1.6.13,2025-07-17 01:11:44,"Halo kak Raja Depa terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @aplikasi.jaklingko",2025-07-17 13:55:06,1.6.13
78b220ae-215c-41b1-8977-6cdb6e343367,Bila Salsabila,https://play-lh.googleusercontent.com/a-/ALV-UjWqEpWldkPAJ9u_GZpH2uIhZyiYKkU761Ifw2LGpUNUogcWqLE,tolong di perbaiki dong untuk Koridor 9c nunggu nya lama banget hampir 1jam baru dateng kalau bisa diperbanyak busnya,1,0,,2025-07-08 15:58:06,"Hi Kak Bila Salsabila, kami informasikan untuk Bus Transjakarta dikelola sepenuhnya oleh Transjakarta ya kak

Sbg informasi, JakLingko Indonesia merupakan sistem integrasi pembayaran transportasi DKI Jakarta yang mengelola Aplikasi Transportasi Terintegrasi untuk memesan tiket naik transportasi umum MRT Jakarta,LRT Jakarta,Transjakarta & KRL",2025-07-09 13:56:48,
9af63e4d-4d76-4c45-865f-74c620df12c9,juniar fridiyanto,https://play-lh.googleusercontent.com/a-/ALV-UjVOSGIl4h4N1mZCsCxMKMaQpiBYdO1li-SCUx3pqqmpTASOn7wM,susah bener mu registrasi apa lagi error sistemnya?? atau emng aplikasi ny rusak,1,0,1.6.12,2025-07-07 23:57:53,"Halo kak Juniar Fridiyanto terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @aplikasi.jaklingko",2025-07-08 15:08:44,1.6.12
0bde7f04-0c75-444a-a5b5-4fb8d0c9914e,Putra Pandjaitan,https://play-lh.googleusercontent.com/a-/ALV-UjVRA2K8DdQfdmf8oCINUb6BsobAtMP5_MDvuL9Fu0-_EJUez9QM,OTP gk masuk masuk kenapa yhh?,4,0,1.6.12,2025-07-06 00:01:15,,,1.6.12
f0fecc4a-d779-4f71-a2cd-b291732e3058,Mahesa Bahma,https://play-lh.googleusercontent.com/a-/ALV-UjUna2ofJW15coaS8Oy_yx7-drWhnlLAiI2Ol9ORmzBqXHx-QQc,"opsi pembayaran cuma ada 3, semoga aja lebih banyak opsi pembayarannya",1,0,,2025-07-02 02:05:17,"Halo kak Mahesa Bahma terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @aplikasi.jaklingko",2025-07-03 13:09:38,
1ef15387-4472-4f84-ba29-1138c3305f1a,mega wati,https://play-lh.googleusercontent.com/a/ACg8ocK51V63UaoL0kerh1a16fWA_4CTpnz0f3pSoCLK4d1d5JOALg=mo,"apk gak guna bikin rugi doang download ini gak bisa di gunain , mau pakai apk di bagusin dong get sistemnya percuma beli beli tiket kebuang terus",1,0,1.6.12,2025-06-30 12:02:09,"Halo kak mega wati terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @aplikasi.jaklingko",2025-07-03 13:08:16,1.6.12
0713db6a-8dda-4ffa-887f-bd466ecfdc84,angel aprila,https://play-lh.googleusercontent.com/a/ACg8ocLTopQnD-HAeNIXLWVTSaNGWA_M5aUpecPT3RvJomWZdMPdUg=mo,"rugi bandar sampe 15.000 lebih ga bisa di scan, tolong di perbaikin!",1,0,1.6.12,2025-06-27 11:47:03,"
Halo kak angel aprila terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @aplikasi.jaklingko

",2025-07-03 13:06:29,1.6.12
82b90c99-048f-46c9-82fe-8ccf3d9fd907,Dania Enambere,https://play-lh.googleusercontent.com/a-/ALV-UjXM-JC42qZz7gMSvpcjz4i7h__r161mTVvBaYybNXtb-qKfJKN7,"rugi sampe 17.500 gaada yg bisa ke scan pas di terminal, ga danta lu pls benerin lah aplikasinya bukannya mempermudah malah mempersulit sampe setangah jam gua di terminal.",1,1,1.6.12,2025-06-27 11:45:10,"Halo kak Dania Enambere terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @aplikasi.jaklingko
",2025-07-03 13:05:12,1.6.12
817dd02e-ff9c-4f60-854f-b058fbd49c14,Asri Retno,https://play-lh.googleusercontent.com/a/ACg8ocI1cOWiCBRlaNo3gmbPPbx7Aosex6GHmVZpluE4NLcWRSQ5Eg=mo,"layanan cashbacknya bermasalah dari November 2024, tiap ditanya jawaban selalu sedang maintenance. lama juga ya maintenance-nya",2,0,1.6.12,2025-06-26 07:32:09,"Halo kak Asri Retno terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @aplikasi.jaklingko",2025-06-26 13:18:37,1.6.12
a7114322-06a8-48cc-90b7-3863ac37b0b3,Fadiah Fathaniah,https://play-lh.googleusercontent.com/a-/ALV-UjVMCnDD4wrWwpKa7tbImfoWBa2dePEl_cI4snuP8Ws3xFLHrZCl_A,lemottt,2,0,1.6.12,2025-06-24 23:24:41,"Halo kak Fadiah Fathaniah terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @aplikasi.jaklingko",2025-06-25 14:16:16,1.6.12
01969f6c-ab64-4872-82f9-fc24e45f7d77,Ardi Suryana,https://play-lh.googleusercontent.com/a-/ALV-UjV49J_yEUqkvqQRRfc2KgtZThfR6oo1Yk_WFRurlWFapR22Y9U,"Sudah komplain bahwa di beberapa halte TJ, reader QR di gate nya settingan nya terbalik yang harus ""scan in"" jadi terbaca ""scan out"", begitupun kadang sebaliknya. Sehingga kadang jadi bayar double, karena terbaca menjadi dua trip yang berbeda. Sudah komplain customer service tapi jawaban yang dikasih jawaban template.",1,20,1.6.12,2025-06-24 14:07:20,"Halo kak Ardi Suryana terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @aplikasi.jaklingko",2025-06-24 15:07:02,1.6.12
be974fd4-d37c-4c2f-a6b4-e07cc3d6d860,Zikri Ramadhan,https://play-lh.googleusercontent.com/a-/ALV-UjWFertqQ31jcPr_sV7xfn8NNuO_eM0qPlRtejujgvtGcMbdeFME,ga bisa di scan terus.. jadi harus nunggu petugas. sedangkan petugas ga selalu ada ditempat,1,0,1.6.12,2025-06-24 11:27:22,"Halo kak Zikri Ramadhan terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @aplikasi.jaklingko",2025-06-24 15:07:24,1.6.12
9382c15e-94e8-46f9-a6a7-99218fe33350,Andjelina Situmorang,https://play-lh.googleusercontent.com/a-/ALV-UjVp_p-8i3xEYZpnZTDuJwfL-zl2-k6mPV_2tJwoHDbXDuIf51M,"tolong iya mau pengelola mau di kelola, dah 5 kali saya di tolak. tolong sampai kan jgn karna gratis 0% kami GK bayar supirnya seenaknya nolak buat kesal dah saya cepat datang ke dastok jdi telat karna Jak lingko nya nolak terus 😑",1,0,1.6.12,2025-06-20 00:48:57,"Hi Kak Andjelina Situmorang, kami informasikan untuk armada Mikrotrans dikelola sepenuhnya oleh Transjakarta ya kak Sbg informasi, JakLingko Indonesia merupakan sistem integrasi pembayaran transportasi DKI Jakarta yang mengelola Aplikasi Transportasi Terintegrasi untuk memesan tiket naik transportasi umum MRT Jakarta,LRT Jakarta,Transjakarta & KRL",2025-06-03 13:49:47,1.6.12
6c05ac37-5551-4024-94b0-e61f81ecff1f,Diana Rezza,https://play-lh.googleusercontent.com/a-/ALV-UjXAAp5HaaRkUAgmOOioH7hTCr5S_tE5CFYZi1orVshumzHpr9Qz,"rute nya sesat petugas jg bilang tanya petugas aja, apk nya suka ngarahin kejauhan beneran sesat rute rekomendasi nya",1,0,,2025-06-17 15:08:39,"Halo kak Diana Rezza terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @aplikasi.jaklingko",2025-06-18 13:48:34,
00aea22a-233b-4ddf-8399-fa3811b5fc34,wisata mania,https://play-lh.googleusercontent.com/a-/ALV-UjXg9keTxuUrOembOS8lCcgTWA0MtO9OKJSw7zoPn5xOwYiH2Es_,mantap jiwa,5,0,1.6.12,2025-06-16 21:20:23,,,1.6.12
7e5a5f4b-79b6-4d49-8985-4d818ab5cada,Ayu Izza Fauziyah,https://play-lh.googleusercontent.com/a-/ALV-UjVyXmBBa8rh5JF-246ud8JxUATKUwwWlBl5MrujDXfRmlCn2FPe,"makin kesni makin jelek jaklingko. udah mana nunggunya lama bgt. seringnya hampir 1-2 jam nunggu ga dapet"" mobil. udah. tolong dong ngadunya kemana sih ini. parah.",1,1,1.6.12,2025-06-15 13:40:47,"Hi Kak Ayu Izza Fauziyah, kami informasikan untuk armada Mikrotrans dikelola sepenuhnya oleh Transjakarta ya kak

Sbg informasi, JakLingko Indonesia merupakan sistem integrasi pembayaran transportasi DKI Jakarta yang mengelola Aplikasi Transportasi Terintegrasi untuk memesan tiket naik transportasi umum MRT Jakarta,LRT Jakarta,Transjakarta & KRL",2025-06-18 13:46:53,1.6.12
